H,S,V,class
15,153,40,branco
8,101,38,branco
3,113,45,branco
3,111,46,branco
9,130,47,branco
10,184,54,branco
10,191,52,branco
11,188,42,branco
11,194,59,branco
11,198,58,branco
11,191,60,branco
10,195,55,branco
12,192,61,branco
12,186,59,branco
11,117,37,branco
13,113,36,branco
16,117,24,branco
10,177,52,branco
11,150,63,branco
11,132,60,branco
10,191,56,branco
12,199,59,branco
12,193,58,branco
177,74,31,branco
170,79,29,branco
170,57,27,branco
6,49,26,branco
173,41,25,branco
21,123,27,branco
16,132,29,branco
16,128,30,branco
9,180,41,branco
12,187,41,branco
11,163,64,branco
12,200,56,branco
160,55,28,branco
160,51,30,branco
156,41,31,branco
173,39,26,branco
0,87,35,branco
0,96,32,branco
16,123,31,branco
9,190,39,branco
11,180,44,branco
11,195,64,branco
12,190,59,branco
12,197,57,branco
0,51,30,branco
170,53,29,branco
156,46,28,branco
156,47,27,branco
145,57,27,branco
145,59,26,branco
156,53,24,branco
170,61,25,branco
170,64,24,branco
5,85,36,branco
5,90,37,branco
5,87,38,branco
2,98,39,branco
2,96,40,branco
2,93,41,branco
5,85,39,branco
2,101,38,branco
8,93,41,branco
8,176,45,branco
12,196,56,branco
11,197,53,branco
11,197,70,branco
11,198,63,branco
11,202,62,branco
0,53,29,branco
170,55,28,branco
156,49,26,branco
133,66,27,branco
132,49,26,branco
5,112,41,branco
5,109,42,branco
5,107,43,branco
5,104,44,branco
5,100,46,branco
8,168,47,branco
11,205,51,branco
10,195,51,branco
11,193,49,branco
10,191,48,branco
10,203,49,branco
11,198,67,branco
11,192,69,branco
170,59,26,branco
156,51,25,branco
132,51,25,branco
145,61,25,branco
160,61,25,branco
177,72,32,branco
5,117,50,branco
7,123,52,branco
8,175,73,branco
9,188,72,branco
11,181,69,branco
12,208,54,branco
12,211,52,branco
11,205,61,branco
11,200,69,branco
11,200,70,branco
10,193,74,branco
10,190,75,branco
11,197,75,branco
11,190,74,branco
11,189,70,branco
140,33,23,branco
170,88,26,branco
10,192,73,branco
11,200,60,branco
12,202,58,branco
11,204,65,branco
11,201,66,branco
11,187,71,branco
6,51,25,branco
15,165,51,branco
13,170,51,branco
11,192,73,branco
11,195,77,branco
11,202,77,branco
177,73,35,branco
6,73,35,branco
6,69,37,branco
6,71,36,branco
7,130,49,branco
6,151,64,branco
15,156,54,branco
15,154,53,branco
15,153,55,branco
12,199,68,branco
12,196,69,branco
12,193,70,branco
11,205,76,branco
10,209,77,branco
0,78,39,branco
5,81,41,branco
5,77,40,branco
5,81,38,branco
13,155,56,branco
15,143,59,branco
13,142,61,branco
12,160,70,branco
12,165,71,branco
12,200,65,branco
10,188,76,branco
11,203,74,branco
3,106,48,branco
5,98,47,branco
9,108,45,branco
8,91,42,branco
10,119,47,branco
12,178,66,branco
11,178,70,branco
11,187,75,branco
10,185,77,branco
5,117,48,branco
8,113,45,branco
9,115,42,branco
13,188,68,branco
12,192,69,branco
11,207,64,branco
10,187,75,branco
10,189,77,branco
10,186,78,branco
5,104,54,branco
5,113,52,branco
9,113,43,branco
13,182,70,branco
9,189,70,branco
9,172,71,branco
4,111,55,branco
4,115,53,branco
4,118,52,branco
8,116,44,branco
8,135,49,branco
13,174,72,branco
13,180,71,branco
9,192,69,branco
10,190,74,branco
10,191,76,branco
7,112,57,branco
7,114,56,branco
6,121,55,branco
6,125,53,branco
7,128,50,branco
13,177,72,branco
12,182,73,branco
9,111,55,branco
6,123,54,branco
11,180,78,branco
8,117,59,branco
10,196,65,branco
8,115,60,branco
6,119,62,branco
13,176,71,branco
7,126,65,branco
11,123,58,branco
9,112,66,branco
10,122,69,branco
7,118,69,branco
8,127,62,branco
13,192,65,branco
13,196,65,branco
12,198,67,branco
12,195,68,branco
10,120,70,branco
11,127,70,branco
13,189,66,branco
13,195,72,branco
13,198,71,branco
13,122,69,branco
10,131,70,branco
10,134,63,branco
13,190,67,branco
12,126,73,branco
11,139,68,branco
12,150,61,branco
12,201,66,branco
10,179,80,branco
12,128,72,branco
11,137,69,branco
8,139,75,branco
12,133,69,branco
10,202,72,branco
10,194,75,branco
10,184,79,branco
10,196,74,branco
11,196,61,branco
12,203,64,branco
12,204,65,branco
12,202,67,branco
13,205,71,branco
13,202,72,branco
10,134,74,branco
12,169,65,branco
10,204,70,branco
10,201,71,branco
12,206,63,branco
10,136,73,branco
14,161,57,branco
13,186,74,branco
14,172,77,branco
13,166,83,branco
13,161,79,branco
13,149,58,branco
14,156,59,branco
13,181,76,branco
14,170,78,branco
13,145,60,branco
14,150,61,branco
13,154,63,branco
11,203,68,branco
13,147,59,branco
14,153,60,branco
14,158,58,branco
12,158,71,branco
12,137,80,branco
11,156,77,branco
13,136,62,branco
11,158,76,branco
13,134,63,branco
14,148,62,branco
13,149,65,branco
11,206,67,branco
11,209,66,branco
13,160,78,branco
12,166,66,branco
13,138,61,branco
13,138,63,branco
14,146,63,branco
13,162,77,branco
13,151,64,branco
12,170,69,branco
13,158,79,branco
13,164,59,branco
13,190,82,branco
13,163,78,branco
13,159,72,branco
13,194,83,branco
13,190,83,branco
13,193,82,branco
12,191,80,branco
13,124,78,branco
12,129,77,branco
13,149,77,branco
13,169,62,branco
12,178,56,branco
12,189,81,branco
11,121,78,branco
10,119,77,branco
13,193,78,branco
12,186,78,branco
10,118,78,branco
10,111,76,branco
10,121,76,branco
10,139,77,branco
13,147,66,branco
7,162,77,branco
6,163,78,branco
13,175,86,branco
11,190,82,branco
11,194,80,branco
11,197,79,branco
12,196,78,branco
12,201,76,branco
6,157,81,branco
11,198,76,branco
10,128,78,branco
7,154,81,branco
11,185,84,branco
12,210,62,branco
8,171,76,branco
11,183,85,branco
8,178,73,branco
8,172,74,branco
13,137,84,branco
10,177,82,branco
10,183,85,branco
10,190,82,branco
10,192,81,branco
10,194,80,branco
13,133,86,branco
12,132,89,branco
11,136,88,branco
12,130,90,branco
9,188,80,branco
9,190,79,branco
12,186,89,branco
13,129,89,branco
13,142,86,branco
9,181,83,branco
10,188,87,branco
13,132,87,branco
9,187,82,branco
9,188,84,branco
9,193,82,branco
9,177,85,branco
10,185,91,branco
10,191,88,branco
10,187,90,branco
10,183,92,branco
13,104,83,branco
13,117,83,branco
9,191,80,branco
9,197,83,branco
9,190,83,branco
9,185,88,branco
10,190,86,branco
10,202,86,branco
11,205,82,branco
10,197,88,branco
11,196,86,branco
10,193,87,branco
9,186,85,branco
9,188,87,branco
8,184,86,branco
10,192,85,branco
10,194,84,branco
10,191,91,branco
10,191,92,branco
13,106,82,branco
13,126,83,branco
10,197,83,branco
8,188,84,branco
8,190,83,branco
9,192,85,branco
10,195,89,branco
11,200,88,branco
11,205,86,branco
8,180,88,branco
9,180,85,branco
10,196,86,branco
10,189,93,branco
14,112,82,branco
8,182,87,branco
8,185,87,branco
8,193,86,branco
9,192,89,branco
10,195,90,branco
10,198,90,branco
10,198,89,branco
8,186,89,branco
8,188,88,branco
8,183,88,branco
9,181,90,branco
9,183,89,branco
10,198,85,branco
10,193,91,branco
10,187,94,branco
13,114,85,branco
12,129,85,branco
8,182,91,branco
8,181,89,branco
8,191,87,branco
9,196,87,branco
10,194,92,branco
10,196,91,branco
9,179,91,branco
10,185,95,branco
14,111,83,branco
13,111,87,branco
13,147,85,branco
12,157,86,branco
11,189,89,branco
8,178,93,branco
8,178,90,branco
9,194,88,branco
9,190,90,branco
8,184,90,branco
9,190,86,branco
14,117,87,branco
12,149,87,branco
8,180,92,branco
9,188,91,branco
15,95,89,branco
13,103,84,branco
14,121,84,branco
10,199,82,branco
8,185,91,branco
8,187,90,branco
9,191,91,branco
9,192,93,branco
10,195,93,branco
10,199,91,branco
11,209,89,branco
11,198,94,branco
9,186,93,branco
9,188,92,branco
8,183,92,branco
13,97,89,branco
14,126,81,branco
10,199,87,branco
9,193,90,branco
9,194,92,branco
11,207,90,branco
11,212,88,branco
10,193,94,branco
10,183,96,branco
14,108,85,branco
14,109,84,branco
13,138,83,branco
13,161,87,branco
10,205,82,branco
10,209,84,branco
10,205,86,branco
9,190,94,branco
9,197,88,branco
8,189,89,branco
11,200,93,branco
11,202,92,branco
11,194,96,branco
10,187,97,branco
10,189,96,branco
9,186,96,branco
9,184,94,branco
8,181,93,branco
14,119,86,branco
13,123,85,branco
13,144,85,branco
10,207,85,branco
10,200,88,branco
10,197,92,branco
9,188,95,branco
11,196,95,branco
10,191,95,branco
15,104,86,branco
14,120,85,branco
9,201,89,branco
9,198,90,branco
9,194,96,branco
9,191,96,branco
8,190,94,branco
8,186,96,branco
9,187,98,branco
9,185,99,branco
9,186,100,branco
10,191,100,branco
10,193,99,branco
11,198,99,branco
11,200,98,branco
10,197,97,branco
9,195,94,branco
9,197,93,branco
8,194,92,branco
9,195,89,branco
10,193,90,branco
14,107,86,branco
15,131,84,branco
9,192,97,branco
9,193,95,branco
10,189,101,branco
11,196,100,branco
11,193,102,branco
11,194,101,branco
9,196,91,branco
9,184,93,branco
9,198,98,branco
9,200,97,branco
9,195,97,branco
8,188,95,branco
9,189,97,branco
9,188,99,branco
9,196,95,branco
14,104,88,branco
13,150,85,branco
9,196,99,branco
9,190,98,branco
11,202,97,branco
10,201,95,branco
10,203,94,branco
9,200,93,branco
14,106,87,branco
13,153,90,branco
9,198,94,branco
9,193,98,branco
11,206,98,branco
11,208,97,branco
11,205,96,branco
10,206,93,branco
10,192,93,branco
11,193,91,branco
11,195,90,branco
9,182,94,branco
9,197,96,branco
9,199,95,branco
9,187,101,branco
10,199,100,branco
9,184,100,branco
11,198,89,branco
14,113,90,branco
13,119,88,branco
12,147,90,branco
8,198,90,branco
8,196,91,branco
10,195,102,branco
8,184,104,branco
9,181,103,branco
9,189,100,branco
8,192,101,branco
9,191,99,branco
8,190,102,branco
8,194,100,branco
8,193,99,branco
8,188,102,branco
9,184,101,branco
11,195,94,branco
10,201,89,branco
9,175,93,branco
13,117,89,branco
8,192,93,branco
10,199,96,branco
11,199,101,branco
8,186,103,branco
8,188,103,branco
8,189,101,branco
8,191,100,branco
8,196,99,branco
11,200,92,branco
11,191,103,branco
9,202,96,branco
11,204,90,branco
13,116,90,branco
12,133,88,branco
11,189,104,branco
11,187,105,branco
11,196,103,branco
10,197,101,branco
9,190,102,branco
9,192,101,branco
9,194,100,branco
9,188,103,branco
11,202,91,branco
9,186,92,branco
13,103,94,branco
12,148,88,branco
12,150,90,branco
10,186,96,branco
10,184,97,branco
10,190,94,branco
10,195,98,branco
10,188,102,branco
11,183,107,branco
11,185,106,branco
10,193,103,branco
10,191,104,branco
10,189,105,branco
10,188,106,branco
11,197,93,branco
11,191,88,branco
13,105,92,branco
10,182,98,branco
10,182,109,branco
10,184,108,branco
10,186,107,branco
11,192,97,branco
11,193,95,branco
9,180,95,branco
13,108,90,branco
12,120,91,branco
12,123,89,branco
10,183,99,branco
10,181,100,branco
10,185,98,branco
10,182,105,branco
10,180,106,branco
11,190,106,branco
11,188,107,branco
11,183,110,branco
11,185,109,branco
11,192,105,branco
11,198,102,branco
11,190,98,branco
11,191,96,branco
10,188,95,branco
15,95,94,branco
13,109,89,branco
12,122,90,branco
12,125,88,branco
10,184,104,branco
10,186,103,branco
11,187,108,branco
11,181,111,branco
12,198,99,branco
15,97,92,branco
11,186,100,branco
11,183,102,branco
9,183,102,branco
9,205,91,branco
10,215,89,branco
11,216,91,branco
11,212,95,branco
11,194,104,branco
11,201,100,branco
11,210,96,branco
12,211,93,branco
9,178,96,branco
9,194,84,branco
15,96,93,branco
12,107,93,branco
11,181,103,branco
9,202,92,branco
9,212,88,branco
10,222,86,branco
11,223,88,branco
11,217,93,branco
11,203,99,branco
11,197,97,branco
11,187,98,branco
15,90,93,branco
14,97,95,branco
11,110,95,branco
9,204,90,branco
9,213,86,branco
9,224,83,branco
11,222,84,branco
11,215,89,branco
11,199,96,branco
11,189,101,branco
11,188,102,branco
11,191,100,branco
11,193,99,branco
11,189,97,branco
10,202,87,branco
15,91,92,branco
14,98,94,branco
10,179,107,branco
11,207,95,branco
9,202,91,branco
9,211,87,branco
9,222,84,branco
11,224,83,branco
11,217,88,branco
11,201,95,branco
11,195,98,branco
15,92,91,branco
14,100,92,branco
11,111,94,branco
11,129,89,branco
10,201,90,branco
9,182,101,branco
8,180,99,branco
10,211,86,branco
11,188,99,branco
11,184,101,branco
14,103,89,branco
11,127,90,branco
9,180,102,branco
9,178,103,branco
8,173,103,branco
8,177,101,branco
15,82,96,branco
13,110,88,branco
13,83,98,branco
13,94,92,branco
12,114,87,branco
13,89,95,branco
12,98,94,branco
11,112,93,branco
13,86,98,branco
11,92,97,branco
11,99,95,branco
13,87,97,branco
11,93,96,branco
11,100,94,branco
